m/z,I,S/N
704.21242,0.5945,11.81
704.21952,2.0468,41.27
704.22207,0.3755,7.37
704.22292,0.8247,16.48
704.22763,1.7361,34.97
704.23088,2.1012,42.37
704.23887,0.5899,11.72
704.24067,0.7497,14.96
704.24878,0.4718,9.32
704.25591,2.01,40.52
704.26402,2.0166,40.65
704.26724,0.9037,18.08
704.27526,0.4946,9.78
704.27708,0.5149,10.2
704.29229,1.1873,23.83
704.30043,1.3226,26.58
704.33679,0.4053,7.97
705.13084,0.6321,12.57
705.16714,2.2061,44.5
705.17055,2.0304,40.93
705.17839,0.8218,16.42
705.18021,0.6737,13.42
705.1817,0.4809,9.51
705.1897,0.489,9.67
705.19795,0.4974,9.84
705.20354,5.1451,104.11
705.20689,3.4801,70.34
705.21477,2.1052,42.45
705.2166,1.0116,20.27
705.22294,0.41,8.07
705.22466,0.9743,19.51
705.2261,0.7886,15.75
705.23425,1.0158,20.36
705.23994,7.5374,152.63
705.24329,1.9956,40.23
705.25118,1.8804,37.89
705.25298,0.989,19.81
705.25931,0.4295,8.47
705.2611,0.5823,11.56
705.26244,0.4403,8.68
705.26737,0.4423,8.72
705.27061,0.5184,10.27
705.27632,5.7993,117.38
705.27974,0.5037,9.97
705.28756,0.9401,18.82
705.31269,2.5872,52.23
705.34908,0.6725,13.39
706.16248,0.7351,14.66
706.16592,0.521,10.32
706.17063,0.7589,15.14
706.17388,1.0586,21.22
706.18514,0.426,8.39
706.19892,2.0647,41.63
706.20227,0.8424,16.84
706.20698,1.9042,38.37
706.21026,1.9218,38.73
706.21819,0.5575,11.06
706.23528,2.9471,59.53
706.23867,0.4293,8.46
706.2434,2.368,47.78
706.24658,1.5302,30.79
706.25465,0.8333,16.65
706.25643,0.4425,8.73
706.27167,1.6319,32.85
706.27978,2.3635,47.69
706.28296,0.5682,11.28
706.30807,0.819,16.36
706.31615,0.9369,18.75
706.35258,0.4083,8.03
707.14652,1.5777,31.75
707.1499,0.6895,13.74
707.1662,0.4031,7.93
707.16907,0.4567,9.02
707.17734,0.3984,7.83
707.1829,4.0308,81.51
707.18626,2.0094,40.51
707.19413,1.5254,30.69
707.19594,0.7103,14.16
707.20542,0.5749,11.41
707.21363,0.6816,13.58
707.21929,7.8181,158.32
707.22265,2.1817,44
707.23051,2.219,44.76
707.23234,0.7879,15.73
707.23863,0.67490000000000006,13.44
707.24184,0.5101,10.1
707.24676,0.5271,10.44
707.24756,0.6511,12.96
707.25001,0.6761,13.47
707.25568,8.3118,168.33
707.25905,0.878,17.56
707.26691,1.4412,28.98
707.26875,0.3915,7.69
707.29207,4.9162,99.46
707.30328,0.445,8.78
707.31141,0.4897,9.68
707.32843,1.4915,30
708.14981,0.5104,10.1
708.17813,1.1863,23.81
708.1815,0.4878,9.65
708.18623,1.3098,26.32
708.18949,1.2811,25.74
708.19749,0.6401,12.74
708.20481,0.3944,7.75
708.21453,2.7255,55.03
708.21786,0.5921,11.76
708.22262,2.736,55.24
708.22586,1.8347,36.96
708.23387,0.7652,15.27
708.25091,2.7169,54.86
708.25902,3.0969,62.57
708.26219,0.8185,16.35
708.27023,0.572,11.35
708.2873,1.3136,26.39
708.29539,1.9101,38.49
708.3318,0.7299,14.56
709.12577,0.6466,12.87
709.16212,2.5492,51.46
709.16549,0.6997,13.94
709.17339,0.7855,15.68
709.18071,0.5489,10.89
709.19048,0.3745,7.35
709.19852,6.2355,126.22
709.20186,1.4585,29.33
709.20977,2.1482,43.32
709.21155,0.5569,11.05
709.21381,0.4184,8.24
709.21708,0.8923,17.85
709.22102,0.4702,9.29
709.22688,0.6454,12.84
709.22922,0.4824,9.54
709.2349,9.0586,183.48
709.23826,0.86,17.2
709.24616,1.9289,38.88
709.24794,0.3789,7.44
709.25013,0.6889,13.73
709.25346,0.5896,11.71
709.25429,0.4722,9.33
709.26238,0.42,8.27
709.26327,0.4902,9.7
709.2713,6.7097,135.84
709.28254,0.7405,14.77
709.28656,0.6304,12.54
709.3077,2.8252,57.06
709.32298,0.4566,9.01
709.34406,0.669,13.32
710.15738,0.5439,10.78
710.16545,0.6556,13.05
710.17606,0.5246,10.39
710.184,0.5783,11.48
710.19377,1.9064,38.42
710.20188,2.3336,47.08
710.20508,1.0798,21.65
710.2204,0.5043,9.98
710.23014,2.67,53.91
710.23828,3.1265,63.16
710.24147,0.9585,19.19
710.24544,0.4871,9.63
710.24949,0.4772,9.43
710.25678,0.6857,13.66
710.26656,1.7148,34.53
710.27465,2.5227,50.92
710.27774,0.4483,8.85
710.28597,0.4115,8.1
710.30296,0.7505,14.98
710.31103,0.9129,18.27
710.34743,0.4298,8.47
711.06587,0.3891,7.65
711.12022,0.3974,7.81
711.14138,1.1779,23.64
711.1566,0.4547,8.97
711.16,0.6762,13.47
711.16972,0.4483,8.85
711.1778,3.8482,77.8
711.18112,0.5946,11.81
711.189,0.9673,19.37
711.19303,0.5213,10.33
711.19639,1.303,26.18
711.20611,0.5043,9.98
711.20769,0.4053,7.97
711.20852,0.4147,8.16
711.21416,7.7017,155.96
711.21563,0.5935,11.79
711.21749,0.7398,14.76
711.22541,1.3849,27.84
711.22732,0.4234,8.34
711.22944,0.9429,18.88
711.23277,0.9862,19.76
711.23358,0.381,7.48
711.23926,0.5664,11.24
711.24062,0.4448,8.77
711.24249,0.6351,12.63
711.25055,7.4236,150.32
711.2618,0.9789,19.61
711.26581,1.2556,25.22
711.26916,0.4605,9.09
711.27893,0.6224,12.38
711.28695,4.1506,83.94
711.30219,0.8255,16.5
711.32332,1.3178,26.48
712.16327,0.5486,10.96
712.16637,0.4024,7.98
712.17304,0.9239,18.6
712.18116,1.1974,24.18
712.18429,0.4277,8.49
712.19165,0.6418,12.86
712.19968,0.9134,18.39
712.20943,1.9733,39.99
712.21753,2.6448,53.67
712.22076,0.7739,15.55
712.22461,0.5195,10.36
712.23604,0.8227,16.54
712.24582,1.8576,37.63
712.25391,2.6663,54.11
712.25711,0.4051,8.03
712.26105,0.548,10.94
712.26923,0.5659,11.31
712.28223,0.9666,19.47
712.2903,1.4763,29.86
712.32669,0.387,7.66
713.13598,0.467,9.29
713.13933,0.4391,8.73
713.15705,1.3451,27.19
713.17227,0.6553,13.13
713.17565,1.5204,30.76
713.18535,0.5919,11.84
713.18689,0.493,9.82
713.19343,4.0718,82.75
713.19492,0.4879,9.72
713.20467,0.7419,14.9
713.2087,1.2373,24.99
713.21208,2.4295,49.29
713.2199,0.7587,15.24
713.22175,0.8894,17.9
713.22982,6.2034,126.19
713.23113,0.6428,12.88
713.23948,0.5408,10.8
713.24107,0.6869,13.78
713.24507,1.8624,37.73
713.24843,1.7343,35.12
713.25629,0.4902,9.77
713.25817,0.7491,15.04
713.26621,4.2766,86.93
713.27591,0.3936,7.8
713.27747,0.437,8.68
713.28145,1.807,36.6
713.2849,0.6299,12.61
713.30259,1.859,37.66
713.31787,1.1086,22.37
713.35424,0.4031,7.99
714.1426,0.4097,8.13
714.16755,0.4804,9.57
714.17092,0.5813,11.62
714.17891,0.7815,15.7
714.18216,0.4049,8.03
714.18869,0.9821,19.79
714.1968,1.336,27
714.20388,0.6328,12.67
714.20729,0.9331,18.79
714.21206,0.4549,9.05
714.21532,1.1466,23.14
714.22508,1.6135,32.66
714.23317,2.1006,42.58
714.2403,0.8919,17.95
714.24371,0.6503,13.03
714.24842,0.7691,15.45
714.25167,1.1234,22.67
714.26144,1.1855,23.94
714.26955,1.3821,27.94
714.27671,0.7029,14.1
714.28478,0.6309,12.63
714.28793,0.5738,11.47
714.29785,0.4152,8.24
714.30591,0.4901,9.76
714.31318,0.4139,8.21
715.15161,0.5312,10.6
715.15493,1.0578,21.33
715.16462,0.3888,7.7
715.1727,1.155,23.31
715.17416,0.4315,8.57
715.18795,1.2987,26.24
715.19134,2.1847,44.3
715.19916,0.8053,16.19
715.20102,0.8219,16.53
715.20256,0.4602,9.16
715.20907,3.258,66.17
715.21054,0.7371,14.8
715.21867,0.6909,13.86
715.22028,0.6149,12.31
715.22434,2.6041,52.84
715.2277,2.6263,53.3
715.23554,1.0325,20.82
715.23742,0.9944,20.04
715.24371,0.4447,8.84
715.24546,3.6812,74.79
715.24677,0.5774,11.54
715.25508,0.6826,13.69
715.25668,0.3823,7.57
715.26071,3.2477,65.96
715.26408,1.3009,26.29
715.27191,1.0216,20.6
715.27377,0.5618,11.23
715.28,0.4713,9.38
715.28186,1.7459,35.36
715.2971,2.5308,51.35
715.3083,0.5038,10.04
715.31826,0.5344,10.67
715.3335,0.9728,19.6
716.15825,0.4606,9.16
716.16796,0.5225,10.42
716.17608,0.4447,8.84
716.18323,0.636,12.74
716.18656,0.8945,18.01
716.19133,0.4965,9.9
716.19455,1.4471,29.27
716.20435,0.9226,18.58
716.21243,0.9604,19.35
716.21956,1.2852,25.97
716.22297,0.7915,15.91
716.22769,1.0886,21.96
716.23091,1.6086,32.56
716.23894,0.3896,7.72
716.24073,0.9289,18.71
716.24882,0.9325,18.78
716.25027,0.3951,7.83
716.25598,1.4592,29.51
716.26408,1.3318,26.92
716.2673,1.0208,20.58
716.2771,0.6212,12.44
716.28526,0.6649,13.33
716.29235,0.7976,16.03
716.30045,1.0331,20.83
716.30366,0.4103,8.14
716.33688,0.4754,9.47
717.13084,0.5618,11.23
717.16722,1.1457,23.12
717.17057,1.4313,28.94
717.17845,0.4585,9.12
717.18031,0.6017,12.04
717.18179,0.4584,9.12
717.18835,1.0986,22.17
717.18988,0.4396,8.74
717.19798,0.6782,13.6
717.20359,2.5893,52.54
717.20697,2.8601,58.06
717.21481000000006,1.0676,21.53
717.21663,0.8773,17.66
717.22472,1.8865,38.22
717.22619,0.726,14.57
717.23432,0.6977,13.99
717.23999,4.4574,90.61
717.24336,2.0355,41.26
717.25123,1.3128,26.53
717.25302,0.8188,16.46
717.26111,1.3665,27.62
717.26249,0.5808,11.61
717.27067,0.5851,11.7
717.27637,4.1369,84.08
717.27976,0.8184,16.45
717.28762,0.7764,15.6
717.28938,0.5359,10.7
717.29577,0.4117,8.17
717.31276,2.1529,43.65
717.34919,0.6765,13.56
717.8532,0.5143,10.26
718.16582,0.4598,9.15
718.17386,0.9968,20.09
718.19887,1.2412,25.07
718.20219,0.872,17.55
718.20692,0.9322,18.77
718.2102,1.6154,32.7
718.21819,0.4103,8.14
718.21999,0.5979,11.96
718.22141,0.3856,7.64
718.22808,0.6466,12.95
718.23523,1.9712,39.95
718.2386,0.5678,11.35
718.24334,1.5918,32.22
718.24656,1.659,33.58
718.25457,0.6633,13.29
718.25633,0.4818,9.6
718.27162,1.554,31.45
718.27973,1.8027,36.51
718.28295,0.5169,10.31
718.30797,0.7878,15.83
718.3161,1.0963,22.12
719.14646,0.7668,15.4
719.14983,0.9318,18.77
719.18287,2.353,47.73
719.18622,1.9833,40.19
719.19408,1.2919,26.1
719.19585,0.6649,13.33
719.19753,0.4154,8.24
719.20396,0.7669,15.4
719.20545,0.6723,13.48
719.21356,0.6629,13.28
719.21925,4.7318,96.2
719.22263,2.4123,48.94
719.23047,1.6731,33.87
719.23229,0.646,12.94
719.23857,0.5469,10.92
719.24041,0.8301,16.69
719.24182,0.4898,9.76
719.24993,0.5918,11.84
719.25562,5.9946,121.94
719.25901,1.0551,21.28
719.26687,1.4139,28.59
719.2687,0.6098,12.2
719.27497,0.5082,10.13
719.27677,0.4657,9.27
719.29201,4.1106,83.54
719.30331,0.7265,14.58
719.32841,1.6091,32.57
719.36478,0.6203,12.42
720.17809,0.7055,14.15
720.18144,0.6156,12.32
720.18619,0.7325,14.7
720.1895,1.3223,26.72
720.21451,1.796,36.38
720.2178,0.6844,13.72
720.22258,1.7139,34.7
720.2258,1.9048,38.59
720.23386,0.5899,11.8
720.25086,2.3094,46.84
720.25898,2.304,46.73
720.26217,1.1876,23.98
720.27023,0.5268,10.51
720.28727,1.5034,30.41
720.29537,1.7718,35.88
720.32359,0.4954,9.87
720.33179,0.7246,14.54
721.12573,0.4616,9.18
721.16211,1.6191,32.77
721.16547,1.0262,20.69
721.19851,4.1073,83.48
721.20187,1.8151,36.77
721.20973,1.5306,30.97
721.21154,0.5108,10.19
721.21772,0.6815,13.67
721.22099,0.7723,15.52
721.22921,0.6925,13.89
721.23487,6.669,135.68
721.23825,1.3117,26.51
721.24612,1.8045,36.55
721.24789,0.7077,14.2
721.25425,0.6301,12.62
721.2574,0.5912,11.82
721.26566,0.4037,8
721.27128,6.2267,126.67
721.27467,0.4348,8.64
721.2825,1.0117,20.39
721.28653,0.3751,7.42
721.29056,0.5864,11.73
721.30765,3.4487,70.06
721.34408,0.9821,19.79
722.16546,0.5486,10.96
722.1688,0.4926,9.82
722.17591,0.4578,9.11
722.1938,1.4662,29.65
722.19715,0.4672,9.3
722.20188,1.4756,29.85
722.20516,1.0295,20.76
722.23016,2.1284,43.15
722.23825,2.3725,48.12
722.24149,1.4284,28.89
722.24952,0.8836,17.78
722.26656,1.8897,38.29
722.27466,2.4566,49.84
722.2779,0.4909,9.78
722.28595,0.5015,10
722.28753,0.3919,7.76
722.30294,1.0002,20.16
722.31105,1.3231,26.74
722.33943,0.4826,9.61
722.34742,0.4791,9.54
723.14142,0.6474,12.97
723.14484,0.3969,7.86
723.17783,2.697,54.74
723.18119,0.8371,16.84
723.18907,0.8904,17.92
723.20859,0.5515,11.01
723.21422,5.8162,118.3
723.21756,1.2598,25.45
723.22548,1.7477,35.39
723.22728,0.4454,8.85
723.23278,0.4707,9.37
723.23674,0.4384,8.71
723.24491,0.4642,9.24
723.25061,6.9833,142.09
723.25391,0.6082,12.17
723.26182,1.2294,24.83
723.26367,0.395,7.83
723.26578,0.5391,10.76
723.28697,4.9755,101.17
723.30223,0.4954,9.87
723.32338,1.9081,38.66
723.3598,0.4308,8.56
724.17306,0.6499,13.02
724.18118,0.8412,16.92
724.18443,0.5227,10.43
724.20945,1.7447,35.33
724.21757,2.0108,40.75
724.22071,1.0777,21.74
724.23604,0.6894,13.83
724.24586,2.3238,47.13
724.25395,2.6843,54.48
724.25714,0.6035,12.08
724.26117,0.422,8.38
724.28223,1.4659,29.65
724.29033,2.0047,40.63
724.32674,0.8565,17.23
725.15709,1.1458,23.13
725.17575,0.8089,16.26
725.19348,3.9202,79.67
725.19683,0.6868,13.77
725.20471,1.1036,22.27
725.20872,0.5822,11.64
725.21212,1.2876,26.02
725.22182,0.5581,11.15
725.22987,6.39,129.99
725.23131,0.4484,8.91
725.23316,0.6837,13.71
725.23944,0.4772,9.5
725.2411,1.0782,21.75
725.24512,0.975,19.65
725.24848,0.5247,10.47
725.2582,0.6168,12.35
725.26625,5.9355,120.73
725.27748,0.7323,14.7
725.28145,0.9842,19.83
725.30265,2.817,57.18
725.31792,0.6791,13.62
725.33903,0.8362,16.82
726.16042,0.4662,9.28
726.17105,0.4869,9.7
726.1887,1.0812,21.81
726.19682,1.1966,24.16
726.20001,0.5705,11.4
726.2073,0.5185,10.34
726.21534,0.5706,11.4
726.22513,1.8772,38.03
726.23322,2.3217,47.09
726.23644,0.6253,12.52
726.24038,0.6897,13.83
726.25172,0.7617,15.3
726.26149,1.6308,33.01
726.2696,2.0763,42.09
726.27674,0.6168,12.35
726.2849,0.4172,8.28
726.2881,0.5715,11.42
726.29789,0.6323,12.66
726.30599,1.1313,22.83
727.15158,0.5601,11.19
727.15492,0.6102,12.21
727.17275,1.5461,31.28
727.18802,0.6926,13.89
727.19138,1.4039,28.39
727.19925,0.4002,7.93
727.20105,0.5929,11.86
727.20266,0.4725,9.4
727.20912,4.0609,82.53
727.2106,0.4456,8.86
727.21881,0.3872,7.67
727.22036,0.7582,15.23
727.22437,1.3635,27.56
727.22777,1.9116,38.73
727.23559,0.7665,15.4
727.23747,0.703,14.1
727.24355,0.3793,7.51
727.24549,4.8985,99.6
727.24687,0.5123,10.22
727.25512,0.423,8.4
727.25674,0.7457,14.97
727.26078,1.7801,36.05
727.26414,1.1174,22.55
727.27197,0.6219,12.45
727.27383,0.415,8.23
727.28191,2.9865,60.64
727.29716,1.6705,33.82
727.30079,0.4731,9.42
727.31827,1.0994,22.18
727.33353,0.7645,15.36
728.15015,0.4126,8.18
728.15821,0.4099,8.13
728.1761,0.5916,11.83
728.18663,0.7323,14.7
728.19459,0.7839,15.75
728.19787,0.4651,9.25
728.20437,1.0369,20.91
728.21251,1.6273,32.94
728.21958,0.7201,14.45
728.22301,0.8503,17.11
728.22772,0.4415,8.77
728.23099,1.1594,23.4
728.24077,1.5302,30.96
728.24887,1.822,36.91
728.25602,0.9404,18.94
728.25939,0.4477,8.9
728.26415,0.8032,16.15
728.26738,0.7967,16.01
728.27717,0.9378,18.89
728.28525,1.2492,25.23
728.29242,0.6959,13.96
728.30055,0.7865,15.8
728.30364,0.4366,8.67
728.32164,0.4748,9.45
729.13436,0.4642,9.24
729.15195,0.4945,9.85
729.16724,0.715,14.35
729.17062,1.1919,24.07
729.18184,0.392,7.76
729.18839,1.8315,37.1
729.18985,0.4086,8.1
729.20364,1.3424,27.13
729.20701,2.4258,49.21
729.21487,0.7915,15.91
729.21672,0.9009,18.14
729.21816,0.4655,9.26
729.22476,3.2563,66.14
729.2262,0.7155,14.36
729.23437,0.5829,11.66
729.23591,0.4561,9.07
729.24002,2.6577,53.94
729.24342,1.7321,35.08
729.25122,0.9989,20.13
729.2531,0.9512,19.16
729.2594,0.3833,7.59
729.26116,2.8367,57.58
729.26255,0.5788,11.57
729.27076,0.4364,8.67
729.27641,3.0783,62.51
729.27982,0.6018,12.04
729.28761,0.5916,11.83
729.29751,1.4162,28.64
729.31279,2.033,41.21
729.34916,0.6446,12.91
730.16582,0.4634,9.22
730.17387,0.7608,15.28
730.19172,0.4871,9.7
730.19892,0.777,15.61
730.20225,0.9882,19.92
730.20697,0.5476,10.94
730.21024,1.141,23.03
730.22002,0.7759,15.59
730.22812,0.9892,19.94
730.23127,0.4392,8.73
730.23528,1.3051,26.37
730.23862,0.5782,11.56
730.24336,1.0881,21.95
730.2466,1.4152,28.62
730.25642,0.7685,15.44
730.2645,1.0501,21.18
730.27168,1.3892,28.09
730.27976,1.1756,23.73
730.28294,0.7868,15.81
730.3009,0.5785,11.57
730.30805,0.7931,15.94
730.31612,0.8292,16.67
730.35248,0.4174,8.28
731.14656,0.4507,8.96
731.14986,0.537,10.72
731.16762,0.605,12.11
731.18289,1.3745,27.79
731.18627,2.0025,40.58
731.1941,0.8326,16.74
731.19595,0.6206,12.42
731.19746,0.4126,8.18
731.20401,1.25,25.25
731.20547,0.5258,10.49
731.21354,0.5537,11.06
731.21928,2.8702,58.27
731.22266,2.2848,46.34
731.2305,1.3458,27.2
731.23232,0.8914,17.94
731.23862,0.4866,9.69
731.24039,1.6499,33.4
731.24182,0.6076,12.16
731.24997,0.7456,14.97
731.25567,4.5301,92.09
731.25904,1.4905,30.15
731.26691,1.6375,33.15
731.26877,0.7519,15.1
731.27508,0.5577,11.14
731.2768,1.1778,23.78
731.2782,0.4241,8.42
731.29206,3.8833,78.91
731.29543,0.6177,12.37
731.30332,0.6844,13.72
731.31321,0.6142,12.29
731.32844,1.7105,34.63
731.3648,0.4879,9.72
732.15318,0.4346,8.63
732.17814,0.6744,13.52
732.18152,0.6602,13.23
732.1862,0.553,11.05
732.18954,1.1462,23.13
732.21454,1.4132,28.58
732.21787,0.695,13.94
732.22264,1.2263,24.77
732.22586,1.6411,33.22
732.23383,0.4051,8.03
732.23568,0.5703,11.4
732.24375,0.662,13.27
732.25091,1.8662,37.81
732.25902,1.8906,38.3
732.26223,1.2909,26.08
732.27027,0.7797,15.67
732.27197,0.5234,10.44
732.28732,1.5025,30.39
732.29539,1.6499,33.4
732.29862,0.6848,13.73
732.32367,0.5809,11.61
732.3318,0.6612,13.25
732.36816,0.3819,7.56
733.12578,0.3838,7.6
733.16216,1.0356,20.88
733.16554,0.962,19.38
733.18478,0.4802,9.56
733.19855,2.5708,52.17
733.2019,2.1228,43.04
733.20979,1.1965,24.16
733.21159,0.5503,10.99
733.21789,0.4736,9.43
733.21969,0.6877,13.79
733.22116,0.6897,13.83
733.22921,0.6326,12.67
733.23492,5.2011,105.77
733.23829,1.8272,37.01
733.24616,1.7974,36.4
733.24803,0.7098,14.24
733.25426,0.7213,14.48
733.25605,0.7026,14.1
733.25746,0.6292,12.6
733.26565,0.4688,9.33
733.27131,6.1571,125.25
733.2747,0.8173,16.43
733.28255,1.3463,27.21
733.28436,0.4895,9.75
733.29069,0.7003,14.05
733.29246,0.4968,9.9
733.30769,3.5249,71.61
733.31891,0.6245,12.5
733.34408,1.3974,28.25
733.38042,0.4933,9.83
734.1655,0.3939,7.8
734.19379,1.0268,20.7
734.19717,0.5582,11.15
734.2019,1.1465,23.14
734.20514,1.3808,27.91
734.21308,0.4695,9.34
734.23018,2.1337,43.26
734.23828,1.9522,39.56
734.24152,1.5448,31.26
734.24953,0.7424,14.91
734.26658,2.2417,45.46
734.27467,2.2991,46.63
734.27786,0.8467,17.03
734.28595,0.5963,11.93
734.30295,1.2897,26.06
734.31108,1.4444,29.21
734.31417,0.3973,7.87
734.34746,0.4966,9.9
735.14144,0.7218,14.49
735.1778,2.0936,42.44
735.18116,1.1099,22.4
735.18904,0.8193,16.47
735.19081,0.4281,8.5
735.20046,0.4654,9.26
735.20855,0.4321,8.58
735.2142,4.5926,93.37
735.21757,1.7707,35.86
735.22543,1.8177,36.82
735.2272,0.7149,14.35
735.23353,0.9482,19.1
735.2353,0.3926,7.78
735.23671,0.6692,13.41
735.24492,0.724,14.53
735.25058,7.0444,143.33
735.25393,1.0967,22.13
735.26184,1.7067,34.56
735.26363,0.479,9.54
735.26991,0.8816,17.74
735.28696,6.021,122.48
735.29822,0.9409,18.95
735.30634,0.4936,9.84
735.32336,2.3671,48.02
735.35973,0.7356,14.77
736.17303,0.4505,8.96
736.18115,0.6579,13.18
736.18441,0.6776,13.59
736.20944,1.6621,33.65
736.21278,0.389,7.7
736.21753,1.4886,30.11
736.22077,1.4815,29.97
736.23617,0.4854,9.67
736.24583,2.6448,53.67
736.25392,2.6443,53.66
736.25713,0.9921,19.99
736.26511,0.6636,13.3
736.28221,2.1027,42.63
736.2903,2.32,47.06
736.30163,0.4008,7.94
736.31861,0.9103,18.33
736.3267,1.0262,20.69
736.36305,0.4345,8.63
737.12066,0.4143,8.22
737.15707,1.0328,20.82
737.17573,0.4774,9.51
737.19347,3.0939,62.83
737.19682,1.2361,24.97
737.20468,1.1829,23.88
737.22983,6.346,129.1
737.23318,1.1307,22.82
737.24109,1.7612,35.67
737.2429,0.4607,9.17
737.24509,0.5961,11.92
737.24919,0.4432,8.81
737.25736,0.4103,8.14
737.25816,0.4345,8.63
737.26054,0.4586,9.12
737.26623,7.1637,145.76
737.26958,0.4065,8.06
737.27745,1.2991,26.25
737.28151,0.6419,12.86
737.28548,0.7292,14.64
737.2886,0.4167,8.27
737.3026,4.0083,81.46
737.31781,0.4019,7.97
737.33901,1.2712,25.68
738.18875,0.9408,18.95
738.19683,1.2093,24.42
738.20004,0.6028,12.06
738.21538,0.6203,12.42
738.22507,2.1518,43.63
738.23319,2.2579,45.79
738.2364,1.0076,20.31
738.2404,0.4331,8.6
738.24431,0.8437,16.97
738.25169,0.5014,9.99
738.26148,2.2136,44.89
738.26959,2.8303,57.45
738.27275,0.6109,12.23
738.27666,0.4619,9.19
738.28082,0.41,8.13
738.28814,0.4226,8.39
738.29788,1.0906,22
738.30599,1.76,35.64
738.33421,0.5269,10.51
738.34237,0.5899,11.8
739.13631,0.4209,8.35
739.17273,1.6035,32.45
739.17599,0.4044,8.02
739.18396,0.5914,11.83
739.19136,0.9798,19.74
739.2091,4.5591,92.68
739.21246,0.8112,16.31
739.22036,1.2084,24.4
739.22442,0.691,13.86
739.22777,1.2819,25.9
739.24549,6.7027,136.37
739.24883,0.5337,10.65
739.25673,1.2564,25.38
739.26076,1.2386,25.02
739.27197,0.4252,8.44
739.27385,0.4776,9.51
739.28188,5.25,106.76
739.29314,0.5507,11
739.29716,1.0446,21.06
739.31826,2.5665,52.08
739.33353,0.433,8.6
739.35466,0.6115,12.24
740.17608,0.7178,14.41
740.18659,0.4016,7.96
740.19461,0.4514,8.98
740.20436,1.4294,28.9
740.21247,1.7304,35.04
740.21565,0.6478,12.98
740.2196,0.4114,8.16
740.231,0.9128,18.38
740.24076,2.2844,46.33
740.24887,2.5731,52.21
740.25602,0.8345,16.78
740.26412,0.7005,14.05
740.26735,0.6951,13.94
740.27712,1.3919,28.14
740.28524,2.1153,42.88
740.28844,0.4669,9.29
740.29236,0.43120000000000003,8.56
740.30049,0.4439,8.82
740.31351,0.6266,12.55
740.32165,0.8166,16.42
741.15197,0.6486,12.99
741.1672,0.4983,9.93
741.17064,0.8045,16.17
741.1803,0.3997,7.92
741.18182,0.3883,7.69
741.18839,2.267,45.98
741.18983,0.4019,7.97
741.19965,0.611,12.23
741.20125,0.3923,7.77
741.20366,0.7874,15.82
741.20705,1.5353,31.06
741.21492,0.474,9.44
741.21672,0.6355,12.73
741.21837,0.453,9.01
741.22478,4.7476,96.52
741.22622,0.5342,10.66
741.22811,0.4333,8.61
741.236,0.9124,18.37
741.24003,1.7959,36.37
741.24342,1.5749,31.87
741.25127,0.922,18.57
741.25312,0.5273,10.52
741.26115,5.2896,107.57
741.26258,0.4703,9.36
741.27072,0.4397,8.74
741.2724,0.7228,14.51
741.27641,2.0345,41.24
741.2798,1.0011,20.18
741.28761,0.6197,12.4
741.29754,3.0314,61.55
741.31282,1.4847,30.03
741.33398,0.6808,13.65
741.34927,0.5985,11.97
742.17389,0.4105,8.14
742.18366,0.5617,11.22
742.19178,0.8517,17.13
742.1989,0.4825,9.61
742.20227,0.7783,15.64
742.20701,0.4048,8.03
742.21021,0.8351,16.79
742.21341,0.3808,7.54
742.22003,1.4216,28.75
742.22812,1.8501,37.48
742.22946,0.3997,7.92
742.23123,0.4695,9.35
742.23528,0.9947,20.05
742.23862,0.8431,16.96
742.24341,0.6132,12.27
742.24667,1.3424,27.13
742.25641,1.5551,31.47
742.26451,2.0687,41.93
742.27167,1.1734,23.69
742.27508,0.4491,8.93
742.27977,0.8965,18.05
742.28304,0.7766,15.6
742.29282,0.7172,14.39
742.30091,1.103,22.25
742.30803,0.6803,13.64
742.31615,0.6835,13.71
742.32926,0.4719,9.39
742.33728,0.4321,8.58
743.14998,0.4672,9.3
743.16764,0.7773,15.62
743.18292,1.0134,20.43
743.18628,1.7403,35.24
743.19415,0.712,14.29
743.19593,0.4775,9.51
743.19754,0.4377,8.7
743.20405,2.6307,53.39
743.2055,0.5985,11.97
743.21528,0.4699,9.35
743.21929,2.0993,42.56
743.2227,2.3234,47.12
743.23051,1.1334,22.87
743.23239,0.8297,16.68
743.24042,3.5704,72.54
743.24189,0.6417,12.85
743.244,0.3911,7.75
743.24998,0.7126,14.3
743.25166,0.5288,10.55
743.25567,3.5224,71.56
743.25905,1.6628,33.66
743.2669,1.2133,24.5
743.26875,0.6563,13.15
743.27682,2.8713,58.29
743.28648,0.4098,8.13
743.29208,3.5906,72.95
743.2955,0.6833,13.7
743.30329,0.7451,14.96
743.30513,0.4622,9.2
743.31319,1.2585,25.42
743.32847,1.6352,33.1
743.36484,0.517,10.31
744.18156,0.5997,12
744.18633,0.4668,9.29
744.18956,0.7888,15.85
744.1993,0.7146,14.34
744.20741,0.635,12.72
744.21456,1.1052,22.3
744.2179,0.8089,16.26
744.22267,0.7344,14.74
744.22587,1.6108,32.6
744.23387,0.5111,10.19
744.23571,1.1624,23.46
744.24378,1.2057,24.35
744.25095,1.7046,34.51
744.25434,0.805,16.18
744.25903,1.4271,28.86
744.26227,1.4533,29.39
744.27028,0.586,11.72
744.27206,0.9683,19.51
744.28018,0.9782,19.71
744.28734,1.4377,29.07
744.2954,1.5668,31.71
744.29863,0.7553,15.17
