ind,mz,intensity,sn,rel_int,mf_ind,mf,m0,search_m,p,major_ind,minor_ind,err_ppm
412,329.122379554743,0.4192,7.27,0.0041768755336925,2016,C17H23O4Cl,330.1297832,329.12250673312,0.002630045,4,2,-0.38641652948997
397,328.08265942751,0.5835,10.27,0.00581394769539497,2053,C19H17O3Cl,329.0899769,328.08270043312,0.2054988,1,-1,-0.124985591227301
398,328.103789461065,1.6799,30.27,0.0167383902887644,2055,C16H21O5Cl,329.1111063,328.10382983312,0.1730517,1,-1,-0.123046584066252
400,328.119049485298,0.6888,12.19,0.00686314853913977,2057,C20H21O2Cl,329.1263624,328.11908593312,0.2163146,1,-1,-0.111081079623395
412,329.122379554743,0.4192,7.27,0.0041768755336925,2057,C20H21O2Cl,330.1297173,329.12244083312,0.0222262,2,2,-0.186187172881559
402,328.140179518853,0.6725,11.89,0.00670073663265316,2059,C17H25O4Cl,329.1474918,328.14021533312,0.1838674,1,-1,-0.109143182797853
453,333.0296347505,0.5001,8.75,0.00498295671373955,2084,C15H16O4Cl2,334.0366642,333.02938773312,0.102373,4,-1,0.741728475121166
420,330.098299336225,1.0767,19.27,0.0107281533566954,2094,C19H19O3Cl,331.105627,330.09835053312,0.2054988,1,-1,-0.155095881377152
423,330.134689272347,0.7061,12.51,0.00703552436626974,2097,C20H23O2Cl,331.1420125,330.13473603312,0.2163146,1,-1,-0.141641480455282
454,333.0351547505,0.4156,7.21,0.00414100541937644,2130,C17H13O5Cl,334.0422011,333.03492463312,0.3199578,2,-1,0.690970715016546
438,332.077567520385,0.9656,17.24,0.00962116177321917,2137,C18H17O4Cl,333.0848915,332.07761503312,0.1946831,1,-1,-0.143077199211085
430,331.095386662998,0.4593,8,0.00457642875149085,2140,C15H21O6Cl,332.1026661,331.09538963312,1,0,-1,-0.00897059273779626
484,335.096566921392,0.4469,7.78,0.00445287613551331,2140,C15H21O6Cl,336.1039624,335.09668593312,0.003945067,4,-1,-0.355156386283659
440,332.113957519799,2.0385,36.81,0.0203114522314698,2141,C19H21O3Cl,333.121277,332.11400053312,0.2054988,1,-1,-0.129513725292569
464,333.117307676195,0.4287,7.45,0.00427153277980433,2141,C19H21O3Cl,334.1246319,333.11735543312,0.02000358,2,2,-0.143363665745767
443,332.150337519212,0.6545,11.57,0.00652138606107285,2144,C20H25O2Cl,333.1576626,332.15038613312,0.2163146,1,-1,-0.146361135140965
469,334.056847807116,0.4619,8.05,0.00460233494516356,2177,C17H15O5Cl,335.0641561,334.05687963312,0.1838674,1,-1,-0.095271213039241
459,333.0746747505,0.4679,8.16,0.00466211846902367,2181,C14H19O7Cl,334.0819306,333.07465413312,1,0,-1,0.0619001767438322
471,334.093217818849,2.8277,51.21,0.028174978403202,2183,C18H19O4Cl,335.1005416,334.09326513312,0.1946831,1,-1,-0.141619948835309
484,335.096566921392,0.4469,7.78,0.00445287613551331,2183,C18H19O4Cl,336.1038964,335.09661993312,0.01789794,2,2,-0.158198337059685
501,337.0909193726,0.4104,7.11,0.00408919303203102,2183,C18H19O4Cl,338.0984831,337.09120663312,0.002630045,4,2,-0.852174469276997
463,333.111026725685,0.612,10.79,0.00609791943373046,2186,C15H23O6Cl,334.1183161,333.11103963312,1,0,-1,-0.038748146621489
504,337.112236983122,1.0002,17.87,0.0099659134274791,2186,C15H23O6Cl,338.1196124,337.11233593312,0.003945067,4,-1,-0.293522328406693
475,334.129607830588,2.567,46.45,0.0255773842914805,2187,C19H23O3Cl,335.1369271,334.12965063312,0.2054988,1,-1,-0.128101566306356
487,335.132967741908,0.6172,10.88,0.00614973182107588,2187,C19H23O3Cl,336.140282,335.13300553312,0.02000358,2,2,-0.112764815805124
505,337.127605085124,0.7324,12.99,0.00729757547918985,2187,C19H23O3Cl,338.1348686,337.12759213312,0.001972534,4,2,0.0384186995080324
506,337.127875051782,0.6588,11.64,0.00656423091983926,2187,C19H23O3Cl,338.1348686,337.12759213312,0.001972534,4,2,0.839203520258213
478,334.165987842325,0.4044,7,0.00402940950817091,2190,C20H27O2Cl,335.1733126,334.16603613312,0.2163146,1,-1,-0.144511380950326
490,336.072477904773,1.8961,34.21,0.0188925899318567,2227,C17H17O5Cl,337.0798062,336.07252973312,0.1838674,1,-1,-0.15421774314447
528,339.0914855705,0.801,14.24,0.00798110043532369,2231,C14H21O7Cl,340.098877,339.09160053312,0.004602578,4,-1,-0.339031164042695
528,339.0914855705,0.801,14.24,0.00798110043532369,2232,C19H22OCl2,340.0988705,339.09159403312,0.102373,4,-1,-0.3198623083379
503,337.104127984604,4.3083,78.22,0.0429275593077467,2232,C19H22OCl2,338.1114804,337.10420393312,0.02000358,2,2,-0.225296853475334
517,338.107467812982,0.7001,12.4,0.00697574084240963,2232,C19H22OCl2,339.1148352,338.10755873312,0.001226002,3,2,-0.268908917642768
492,336.108877895538,5.1716,93.97,0.0515294119991511,2233,C18H21O4Cl,337.1161917,336.10891523312,0.1946831,1,-1,-0.111087745570394
504,337.112236983122,1.0002,17.87,0.0099659134274791,2233,C18H21O4Cl,338.1195465,337.11227003312,0.01789794,2,2,-0.0980385489767258
533,339.127875449355,1.1425,20.47,0.0113837793350279,2236,C15H25O6Cl,340.1352625,339.12798603312,0.003945067,4,-1,-0.326082687165947
496,336.145257886309,1.9756,35.67,0.0196847216230031,2237,C19H25O3Cl,337.1525772,336.14530073312,0.2054988,1,-1,-0.127465150053439
514,338.088137809339,4.9971,90.78,0.0497907078468864,2274,C17H19O5Cl,339.0954562,338.08817973312,0.1838674,1,-1,-0.124002503736146
528,339.0914855705,0.801,14.24,0.00798110043532369,2274,C17H19O5Cl,340.0988111,339.09153463312,0.01590928,2,2,-0.144688424795602
558,341.1071374966,1.13,20.24,0.011259230326986,2277,C14H23O7Cl,342.114527,341.10725053312,0.004602578,4,-1,-0.331381170877729
558,341.1071374966,1.13,20.24,0.011259230326986,2278,C19H24OCl2,342.1145206,341.10724413312,0.102373,4,-1,-0.312618749360201
531,339.1197655705,4.0932,74.29,0.040784319977362,2278,C19H24OCl2,340.1271304,339.11985393312,0.02000358,2,2,-0.260564573287557
545,340.123117755042,0.744,13.2,0.00741315695865272,2278,C19H24OCl2,341.1304853,340.12320883312,0.001226002,3,2,-0.267779663507622
560,341.114287494722,0.573,10.08,0.00570932652863979,2278,C19H24OCl2,342.121717,341.11444053312,0.001315022,4,1,-0.448642390138648
518,338.124517816196,5.9142,107.51,0.0589286194689031,2279,C18H23O4Cl,339.1318417,338.12456523312,0.1946831,1,-1,-0.14023507625675
533,339.127875449355,1.1425,20.47,0.0113837793350279,2279,C18H23O4Cl,340.1351966,339.12792013312,0.01789794,2,2,-0.131760796701907
534,339.13351528189,0.4901,8.57,0.00488331750730605,2281,C22H23OCl,340.1407929,339.13351643312,0.3199578,2,-1,-0.00339462166047871
564,341.143517487045,0.6422,11.34,0.00639882983715965,2282,C15H27O6Cl,342.1509126,341.14363613312,0.003945067,4,-1,-0.347789207453608
522,338.160907823054,1.0211,18.25,0.0101741593689251,2283,C19H27O3Cl,339.1682272,338.16095073312,0.2054988,1,-1,-0.126892432923963
541,340.067397769676,1.0246,18.32,0.0102090330911768,2314,C16H17O6Cl,341.0747208,340.06744433312,0.1730517,1,-1,-0.136924145379289
543,340.103787760118,6.5671,119.42,0.0654340632569466,2318,C17H21O5Cl,341.1111063,340.10382983312,0.1838674,1,-1,-0.123706344746869
558,341.1071374966,1.13,20.24,0.011259230326986,2318,C17H21O5Cl,342.1144611,341.10718463312,0.01590928,2,2,-0.138186828711435
559,341.112787495116,0.5734,10.09,0.00571331209689714,2320,C21H21O2Cl,342.1200575,341.11278103312,0.3199578,2,-1,0.0189438696661649
546,340.140177750561,3.0957,56.1,0.0308453091356199,2321,C18H25O4Cl,341.1474918,340.14021533312,0.1946831,1,-1,-0.110491371985211
564,341.143517487045,0.6422,11.34,0.00639882983715965,2321,C18H25O4Cl,342.1508466,341.14357013312,0.01789794,2,2,-0.154322342391328
569,342.083047240288,1.178,21.12,0.0117374985178668,2360,C16H19O6Cl,343.0903708,342.08309433312,0.1730517,1,-1,-0.137664890494326
571,342.098297236283,0.5694,10.01,0.00567345641432373,2363,C20H19O3Cl,343.105627,342.09835053312,0.2163146,1,-1,-0.155793902286375
634,346.10578993658,0.4296,7.46,0.00428050030838334,2364,C18H24O2Cl2,347.11279,346.10551353312,0.01993029,5,-1,0.798610391875838
586,343.114695760132,0.3784,6.53,0.0037703475714438,2364,C18H24O2Cl2,344.122045,343.11476853312,0.01789794,2,2,-0.212095178951188
618,345.109204417055,1.7665,31.85,0.0176012658164785,2364,C18H24O2Cl2,346.1166317,345.10935523312,0.002630045,4,1,-0.437009496177704
573,342.119437230731,2.8181,51.03,0.0280793247650258,2365,C17H23O5Cl,343.1267564,342.11947993312,0.1838674,1,-1,-0.124817181213281
589,343.122806987622,0.5207,9.12,0.00518821347899257,2365,C17H23O5Cl,344.1301112,343.12283473312,0.01590928,2,2,-0.0808617066771721
620,345.117304176546,0.464,8.09,0.0046232591785146,2365,C17H23O5Cl,346.1246978,345.11742133312,0.003287556,4,2,-0.339468732860808
575,342.134697226723,0.5607,9.85,0.00558677030472658,2366,C21H23O2Cl,343.1420125,342.13473603312,0.2271303,1,-1,-0.113424311909582
590,343.128437839751,0.4176,7.24,0.00416093326066314,2366,C21H23O2Cl,344.1357076,343.12843113312,0.3199578,2,-1,0.0195455426402753
576,342.155837221171,0.5693,10.01,0.0056724600222594,2368,C18H27O4Cl,343.1631419,342.15586543312,0.1946831,1,-1,-0.0824535016056887
598,344.077577044483,0.577,10.15,0.0057491822112132,2402,C19H17O4Cl,345.0848915,344.07761503312,0.2054988,1,-1,-0.110407173891572
583,343.095385055442,0.6651,11.76,0.00662700361989237,2406,C16H21O6Cl,344.1026661,343.09538963312,1,0,-1,-0.0133422899499351
601,344.098717046145,0.611,10.77,0.00608795551308711,2406,C16H21O6Cl,345.1060209,344.09874443312,0.1730517,1,-1,-0.0795904524306281
646,347.096562232581,0.4503,7.84,0.0044867534657007,2406,C16H21O6Cl,348.1039624,347.09668593312,0.003945067,4,2,-0.356386401068361
603,344.113967047344,1.2159,21.81,0.0121151311102498,2408,C20H21O3Cl,345.121277,344.11400053312,0.2163146,1,-1,-0.0973101227900655
620,345.117304176546,0.464,8.09,0.0046232591785146,2408,C20H21O3Cl,346.1246319,345.11735543312,0.0222262,2,2,-0.148519258506735
593,343.13175834225,0.4498,7.83,0.00448177150537902,2410,C17H25O5Cl,344.1390516,343.13177513312,1,0,-1,-0.0489341728901993
653,347.132974240152,0.5153,9.03,0.00513440830751848,2410,C17H25O5Cl,348.1403479,347.13307143312,0.003287556,4,2,-0.27998763467214
608,344.150347050205,0.8055,14.32,0.00802593807821877,2411,C21H25O2Cl,345.1576626,344.15038613312,0.2271303,1,-1,-0.11356347843016
613,345.07465885612,0.6259,11.04,0.00623641793067303,2448,C15H19O7Cl,346.0819306,345.07465413312,1,0,-1,0.0136868947513983
630,346.09321990106,1.9423,35.06,0.0193529230655795,2450,C19H19O4Cl,347.1005416,346.09326513312,0.2054988,1,-1,-0.130693269460646
646,347.096562232581,0.4503,7.84,0.0044867534657007,2450,C19H19O4Cl,348.1038964,347.09661993312,0.02000358,2,2,-0.16623768543088
619,345.111034362718,0.8753,15.59,0.00872141973912463,2453,C16H23O6Cl,346.1183161,345.11103963312,1,0,-1,-0.0152716137045073
648,347.108073974679,0.4352,7.57,0.00433629826398611,2453,C16H23O6Cl,348.115366,347.10808953312,0.3199578,2,-1,-0.0448230435706196
676,349.112226984357,0.8349,14.86,0.00831887734513327,2453,C16H23O6Cl,350.1196124,349.11233593312,0.003945067,4,2,-0.312073655589475
636,346.129600003862,2.1559,38.95,0.0214812165149992,2454,C20H23O3Cl,347.1369271,346.12965063312,0.2163146,1,-1,-0.146272525887595
653,347.132974240152,0.5153,9.03,0.00513440830751848,2454,C20H23O3Cl,348.140282,347.13300553312,0.0222262,2,2,-0.0901469094175119
639,346.165990106692,0.555,9.75,0.00552997595705949,2457,C21H27O2Cl,347.1733126,346.16603613312,0.2271303,1,-1,-0.132960554117463
658,348.072481867968,1.278,22.94,0.0127338905822018,2492,C18H17O5Cl,349.0798062,348.07252973312,0.1946831,1,-1,-0.137514878399597
645,347.090301285098,1.0437,18.67,0.0103993439754648,2495,C15H21O7Cl,348.0975807,347.09030423312,1,0,-1,-0.00849352984705855
727,351.091494544706,0.7098,12.57,0.00707239087265013,2495,C15H21O7Cl,352.098877,351.09160053312,0.004602578,4,-1,-0.301882511172272
727,351.091494544706,0.7098,12.57,0.00707239087265013,2496,C20H22OCl2,352.0988705,351.09159403312,0.102373,4,-1,-0.283368829305018
674,349.104117985838,4.0525,73.55,0.0403787884071776,2496,C20H22OCl2,350.1114804,349.10420393312,0.0222262,2,2,-0.24619377417817
688,350.107488603294,0.6069,10.7,0.00604710343844937,2496,C20H22OCl2,351.1148352,350.10755873312,0.001442355,3,2,-0.200309374180038
661,348.108871833911,4.1421,75.19,0.0412715556968218,2497,C19H21O4Cl,349.1161917,348.10891523312,0.2054988,1,-1,-0.124671353018596
729,351.109335111275,0.7456,13.23,0.00742909923168208,2497,C19H21O4Cl,352.1165964,351.10931993312,0.0064003,4,-1,0.0432291416123252
676,349.112226984357,0.8349,14.86,0.00831887734513327,2497,C19H21O4Cl,350.1195465,349.11227003312,0.02000358,2,2,-0.123309223421263
652,347.126694426621,0.5182,9.08,0.00516330367738419,2499,C16H25O6Cl,348.1339662,347.12668973312,1,0,-1,0.0135210016858811
736,351.127875449355,1.2673,22.74,0.012627276631318,2499,C16H25O6Cl,352.1352625,351.12798603312,0.003945067,4,2,-0.314938624597199
665,348.145251799862,2.2767,41.16,0.0226848581287159,2500,C20H25O3Cl,349.1525772,348.14530073312,0.2163146,1,-1,-0.140554124745156
738,351.145425018778,0.3857,6.66,0.00384308419214026,2500,C20H25O3Cl,352.1529819,351.14570543312,0.007111444,4,-1,-0.798569762115241
680,349.148597803081,0.468,8.16,0.004663114861088,2500,C20H25O3Cl,350.155932,349.14865553312,0.0222262,2,2,-0.165345155354122
685,350.088138648308,3.8981,70.73,0.0388403590598443,2537,C18H19O5Cl,351.0954562,350.08817973312,0.1946831,1,-1,-0.117355611411821
727,351.091494544706,0.7098,12.57,0.00707239087265013,2537,C18H19O5Cl,352.0988111,351.09153463312,0.01789794,2,2,-0.114182228928039
675,349.105957758622,0.3978,6.88,0.0039636476319248,2541,C15H23O7Cl,350.1132308,349.10595433312,1,0,-1,0.00981221280640327
762,353.1071505136,1.5605,28.09,0.0155486981639483,2541,C15H23O7Cl,354.114527,353.10725053312,0.004602578,4,-1,-0.283255356299734
731,351.109885128742,0.7628,13.54,0.00760047866674771,2541,C15H23O7Cl,352.1174771,351.11020063312,0.01438496,2,1,-0.898590749555749
732,351.110255140492,0.5771,10.15,0.00575017860327753,2541,C15H23O7Cl,352.1174771,351.11020063312,0.01438496,2,1,0.155242918400451
689,350.124528563654,5.7289,104.13,0.0570823049736903,2542,C19H23O4Cl,351.1318417,350.12456523312,0.2054988,1,-1,-0.104732628116745
736,351.127875449355,1.2673,22.74,0.012627276631318,2542,C19H23O4Cl,352.1351966,351.12792013312,0.02000358,2,2,-0.127257795175217
771,353.1225805136,1.0915,19.54,0.010875619382217,2542,C19H23O4Cl,354.1297832,353.12250673312,0.002630045,4,2,0.208937347526401
772,353.1227605136,1.0861,19.44,0.0108218142107429,2542,C19H23O4Cl,354.1297832,353.12250673312,0.002630045,4,2,0.718675459847658
693,350.160908479024,1.3698,24.61,0.0136485784972614,2545,C20H27O3Cl,351.1682272,350.16095073312,0.2163146,1,-1,-0.120670497295737
744,352.067393634725,1.5353,27.63,0.0152976073637359,2583,C17H17O6Cl,353.0747208,352.06744433312,0.1838674,1,-1,-0.144001941468926
799,355.0864101926,0.6147,10.84,0.00612482201946751,2586,C14H21O8Cl,356.0937916,355.08651513312,0.005260089,4,-1,-0.295535075424135
799,355.0864101926,0.6147,10.84,0.00612482201946751,2587,C19H22O2Cl2,356.0937851,355.08650863312,0.102373,4,-1,-0.277229682499936
759,353.0990405136,3.3563,60.85,0.033441906855277,2587,C19H22O2Cl2,354.106395,353.09911853312,0.02000358,2,2,-0.220956428442641
786,354.102390216194,0.6851,12.12,0.00682628203275938,2587,C19H22O2Cl2,355.1097498,354.10247333312,0.001226002,3,2,-0.234725630633451
