"mz","MDL_2.5","ResPow","refe","m1","SE","Sample1_SRNOM.csv","Sample2_U1383C_Middle.csv","Sample3_BottomWater.csv","Sample4_U1382A.csv","Sample5_U1383C_Shallow.csv","Sample6_U1383C_Deep.csv","Sample7_NPEqIW.csv"
638.162831366544,0.600701195788464,1138896,NA,638.16283,NA,1.2318,NA,NA,NA,NA,NA,NA
638.163019211785,0.600701195788464,1010495,NA,638.16299,NA,NA,NA,NA,NA,0.7052,NA,NA
638.170315804316,0.600701195788464,1167822,NA,638.17029,NA,NA,NA,NA,0.6062,NA,NA,NA
638.172691861645,0.600701195788464,1245618.14285714,638.17286864205,638.172661965787,0.0247303016307078,3.9005,4.8478,4.6717,4.236,3.0089,4.469,4.4604
638.175906528351,0.600701195788464,1078427,NA,638.17588,NA,NA,0.6443,NA,NA,NA,NA,NA
638.180794875079,0.600701195788464,1254560.85714286,NA,638.180765634886,0.0253231088548727,7.0069,5.5992,5.0842,5.1963,3.9603,5.7397,5.7836
638.183953527802,0.600701195788464,1146651.83333333,638.18427226161,638.183918969711,0.0596965499257405,NA,2.1903,2.6221,2.1215,1.4395,2.1114,2.3447
638.187931339966,0.600701195788464,1328944,NA,638.18793,NA,1.8345,NA,NA,NA,NA,NA,NA
638.192045351058,0.600701195788464,1484215.83333333,NA,638.192010804615,0.0461801926404058,NA,0.9248,1.0275,0.8119,0.6376,0.8217,0.953
638.196041331378,0.600701195788464,1401842,638.19601845721,638.19604,NA,2.0386,NA,NA,NA,NA,NA,NA
638.199306739525,0.600701195788464,1099518.5,NA,638.199271646098,0.10632460518862,NA,NA,0.8186,0.66,0.7769,NA,0.8198
638.209082598462,0.600701195788464,1232186.42857143,NA,638.209051531429,0.0338546507594754,2.5014,5.3322,5.4512,4.8157,3.3858,4.7219,5.5613
638.217186151115,0.600701195788464,1251059.85714286,638.21714769633,638.217156066992,0.0337423423242797,5.5602,7.563,6.5184,6.9653,4.9045,6.7303,7.044
638.22032902832,0.600701195788464,1153526.66666667,638.22065764205,638.220294376911,0.0513721830846383,NA,1.4388,1.7018,1.2818,1.0792,1.1622,1.648
638.228436437145,0.600701195788464,1493579.25,NA,638.22840199815,0.0352190427399689,NA,0.6841,0.6188,0.6147,NA,NA,0.7095
638.232401294004,0.600701195788464,1298356,638.23240383765,638.2324,NA,1.1975,NA,NA,NA,NA,NA,NA
638.245468176129,0.600701195788464,1288258.66666667,NA,638.245433692544,0.0406193192596709,NA,2.9115,3.3246,2.7064,2.0246,2.7491,2.8271
638.253567645907,0.600701195788464,1254190.71428571,638.25353307677,638.253537653235,0.0407222164161677,3.2979,5.4724,5.266,5.0393,3.7522,4.111,4.1267
638.281849740127,0.600701195788464,1208903,NA,638.281819402428,0.0436593447862666,NA,0.9993,1.0948,0.89,0.6243,0.7486,NA
638.289954835922,0.600701195788464,1288363.83333333,638.28991845721,638.289920569449,0.0462011085774376,NA,1.7079,2.1539,1.6076,1.4299,1.6626,1.4955
639.024000506773,0.600987783699581,1440033,NA,639.024,NA,1.274,NA,NA,NA,NA,NA,NA
639.026400504384,0.600987783699581,1229794,NA,639.0264,NA,8.2026,NA,NA,NA,NA,NA,NA
639.029780501021,0.600987783699581,1004284,NA,639.02978,NA,1.5268,NA,NA,NA,NA,NA,NA
639.039400491448,0.600987783699581,1163057,NA,639.0394,NA,1.3744,NA,NA,NA,NA,NA,NA
639.047530483357,0.600987783699581,1256466,NA,639.04753,NA,6.0439,NA,NA,NA,NA,NA,NA
639.060390470558,0.600987783699581,1271585,NA,639.06039,NA,2.5578,NA,NA,NA,NA,NA,NA
639.06278046818,0.600987783699581,1263895,NA,639.06278,NA,22.4529,NA,NA,NA,NA,NA,NA
639.066140464836,0.600987783699581,1298538,639.06628204617,639.06614,NA,2.524,NA,NA,NA,NA,NA,NA
639.074020456993,0.600987783699581,1689578,NA,639.07402,NA,1.476,NA,NA,NA,NA,NA,NA
639.075860455162,0.600987783699581,1372039,NA,639.07586,NA,2.0796,NA,NA,NA,NA,NA,NA
639.078040452992,0.600987783699581,1355797,639.07802824177,639.07804,NA,1.4401,NA,NA,NA,NA,NA,NA
639.082150449026,0.600987783699581,1582367,NA,639.08215,NA,1.2797,NA,NA,NA,NA,NA,NA
639.083919678732,0.600987783699581,1291360.83333333,NA,639.083903961016,0.0310904669073246,24.6172,1.0607,1.3532,0.7893,0.8354,0.8138,NA
639.096800434889,0.600987783699581,1375829,NA,639.0968,NA,1.826,NA,NA,NA,NA,NA,NA
639.099160432612,0.600987783699581,1292073,NA,639.09916,NA,25.9691,NA,NA,NA,NA,NA,NA
639.102533935942,0.600987783699581,1097168,639.10266742661,639.102523620017,0.0412808854953626,2.1631,0.6964,NA,NA,NA,NA,NA
639.109848225276,0.600987783699581,1284451.66666667,NA,639.109816520965,0.0169907495919082,NA,0.826,NA,0.9827,NA,0.7873,NA
639.110410421756,0.600987783699581,1248543,NA,639.11041,NA,2.4635,NA,NA,NA,NA,NA,NA
639.111340420858,0.600987783699581,1507645,NA,639.11134,NA,1.313,NA,NA,NA,NA,NA,NA
639.112200420028,0.600987783699581,1347657,NA,639.1122,NA,1.4793,NA,NA,NA,NA,NA,NA
639.114470417838,0.600987783699581,934602,639.11441362221,639.11447,NA,1.8239,NA,NA,NA,NA,NA,NA
639.12031546196,0.600987783699581,1291057.14285714,NA,639.120291831383,0.0322253758498611,30.0076,4.223,4.131,3.852,2.8383,4.1767,2.5028
639.123675606945,0.600987783699581,1198680,639.12379666573,639.1236394612,0.0557333638892176,NA,NA,0.7017,NA,NA,0.63,NA
639.127596616692,0.600987783699581,835236,NA,639.12757,NA,NA,NA,NA,0.6378,NA,NA,NA
639.129910403411,0.600987783699581,821573,639.12966976353,639.12991,NA,1.3436,NA,NA,NA,NA,NA,NA
639.131549164981,0.600987783699581,1396578.66666667,NA,639.131523853531,0.0347063592783339,1.7157,1.1761,1.2154,0.7898,0.6698,1.3581,NA
639.133186540991,0.600987783699581,1227120.33333333,NA,639.133166589852,0.0433014757544981,1.3267,NA,NA,0.6577,NA,0.6313,NA
639.135560398306,0.600987783699581,1286381,639.13554286133,639.13556,NA,18.2393,NA,NA,NA,NA,NA,NA
639.138933940382,0.600987783699581,1416972,639.13905280705,639.138903368909,0.0393730264586935,1.3694,0.9657,1.0218,0.8613,1.0288,1.0485,1.4824
639.146224186926,0.600987783699581,1175207.5,NA,639.146192536109,0.0211585679791072,NA,1.1975,0.863,1.1226,NA,1.0364,NA
639.146820388723,0.600987783699581,1546927,NA,639.14682,NA,1.8802,NA,NA,NA,NA,NA,NA
639.14863726415,0.600987783699581,1335292.16666667,639.14877842661,639.148608775102,0.054494570085078,1.7353,1.1373,0.7371,0.6182,NA,1.0519,0.7374
639.150182809949,0.600987783699581,1150953.5,NA,639.15014,0.031171545778887,NA,0.6164,NA,NA,NA,NA,0.8006
639.150947803505,0.600987783699581,928720,639.15079900265,639.15092,NA,NA,0.6221,NA,NA,NA,NA,NA
639.154273917842,0.600987783699581,1362222,NA,639.154245063221,0.00609876185630539,NA,NA,0.6515,0.6853,NA,NA,NA
639.156698032539,0.600987783699581,1248394,NA,639.156669182934,0.0363771392458793,21.4825,12.1771,11.5559,10.8232,8.6288,11.9154,10.7448
639.160062953825,0.600987783699581,1204088,639.16018204617,639.160025156349,0.035290664345318,NA,0.9426,1.0833,NA,0.6677,0.8223,1.1948
639.163993071511,0.600987783699581,1095263.33333333,NA,639.16396,0.011937860092386,NA,NA,0.6221,0.7392,NA,0.6958,NA
639.167939300537,0.600987783699581,1301901.14285714,NA,639.167907795692,0.0435158457441909,1.3163,2.8137,3.1451,2.8201,1.6998,2.8636,2.1711
639.169564327557,0.600987783699581,1193112,NA,639.169532630176,0.052225146022341,NA,0.7073,0.8401,0.8407,NA,0.7281,NA
639.171960113643,0.600987783699581,1357335.42857143,639.17192824177,639.171938162289,0.0516737093677805,11.4206,0.7667,0.701,0.7785,0.7904,0.7155,0.9107
639.175315533891,0.600987783699581,1401095.16666667,NA,639.17528348943,0.0520526943532227,1.3414,NA,1.3953,1.2706,2.0605,1.5422,2.1821
639.176067334457,0.600987783699581,1182592.6,639.17578076353,639.176030986823,0.037783801992432,NA,1.4086,1.032,NA,0.9192,1.0083,0.7083
639.179189626709,0.600987783699581,1200038.5,NA,639.17916,0.00366123744866209,NA,0.6028,0.8289,NA,NA,NA,NA
639.18171666261,0.600987783699581,1218371,NA,639.18169,NA,NA,NA,NA,0.6497,NA,NA,NA
639.182596479134,0.600987783699581,1247760,NA,639.182569268232,0.0234324792085703,NA,1.0198,NA,1.3673,NA,NA,NA
639.184133800725,0.600987783699581,1426458.33333333,NA,639.184101230651,0.0750563301955201,NA,0.67,NA,0.6617,NA,0.9325,NA
639.185039391078,0.600987783699581,1330259.71428571,639.18516380705,639.185010199493,0.0450425305662494,2.6513,1.7871,1.3958,1.6553,1.0836,1.7899,1.476
639.186586055829,0.600987783699581,1355913,NA,639.18653,NA,NA,NA,NA,NA,NA,NA,0.6201
639.187351157614,0.600987783699581,1394084,639.18718438309,639.18732,NA,NA,NA,0.7069,NA,NA,NA,NA
639.187486057759,0.600987783699581,1270495,639.18718438309,639.18743,NA,NA,NA,NA,NA,NA,NA,0.6044
639.193084471793,0.600987783699581,1263618.85714286,NA,639.193053369722,0.0399526185704268,15.866,20.0186,18.9423,18.5002,14.1833,18.8048,21.5033
639.194456766615,0.600987783699581,1248679,NA,639.194425350413,0.0479946941870506,NA,0.8025,0.6502,0.668,0.6188,0.723,NA
639.196424467813,0.600987783699581,1205770.25,639.19656742661,639.196386528679,0.0768664165238221,NA,0.6896,1.0053,NA,0.7098,NA,1.4861
639.202731171961,0.600987783699581,1378330,639.20244052441,639.2027,NA,NA,NA,0.6421,NA,NA,NA,NA
639.204336576727,0.600987783699581,1297692.16666667,NA,639.20430045011,0.0412093535506666,NA,2.4753,3.0761,2.2765,1.7851,2.1969,3.3322
639.206005501867,0.600987783699581,1053619.33333333,NA,639.205972724961,0.0787238968890105,NA,NA,0.9181,0.8218,NA,0.6437,NA
639.208346062442,0.600987783699581,1241107.85714286,639.20831362221,639.208321290623,0.0408597254209321,7.2106,1.3033,1.2202,1.3839,1.2088,1.0129,0.9423
639.211714471659,0.600987783699581,1491145.85714286,NA,639.211683617959,0.0477308893046704,1.5689,0.8934,1.026,0.9958,1.7001,0.8571,2.0817
639.212454573756,0.600987783699581,1558639.8,639.21216614397,639.212423239172,0.0597516262619928,NA,1.153,1.0288,0.9997,0.6077,0.9116,NA
639.218081030023,0.600987783699581,1275078,639.21803924177,639.218044764182,0.059706389453534,NA,0.8552,NA,0.6874,NA,NA,0.6236
639.218996693994,0.600987783699581,1075825,NA,639.21897,NA,NA,NA,NA,0.6951,NA,NA,NA
639.220533626068,0.600987783699581,1448138.16666667,NA,639.22049771409,0.0349155391493042,NA,0.7149,0.9144,0.7652,0.6573,0.928,0.8761
639.221418271659,0.600987783699581,1329363.57142857,NA,639.221388074757,0.0336431058143385,1.6388,2.193,1.9578,1.9837,1.4038,1.5629,1.4781
639.223637898205,0.600987783699581,755171,639.22356976353,639.22361,NA,NA,0.6898,NA,NA,NA,NA,NA
639.223771191535,0.600987783699581,753368,639.22356976353,639.22374,NA,NA,NA,0.6424,NA,NA,NA,NA
639.229475862223,0.600987783699581,1259123.71428571,639.22944286133,639.229444261807,0.0418424273701878,9.7406,18.2923,17.6729,17.7147,12.7958,15.3401,17.7229
639.230806703877,0.600987783699581,1311543,NA,639.23078,NA,NA,NA,NA,0.7204,NA,NA,NA
639.240739636997,0.600987783699581,1301695.5,NA,639.24070352711,0.0447097368709696,NA,1.1136,1.231,0.9299,0.8682,0.9166,1.4115
639.242431208835,0.600987783699581,1175990,NA,639.2424,NA,NA,NA,0.6411,NA,NA,NA,NA
639.24472595701,0.600987783699581,1237803,639.24469900265,639.244698896062,0.0604290807141017,3.7741,1.2453,1.4177,1.6006,1.0739,1.0816,0.9655
639.248104731802,0.600987783699581,1388059,NA,639.248061887599,0.0768451152104632,NA,NA,NA,0.6185,NA,NA,0.9032
639.248815116551,0.600987783699581,1486988,639.24855152441,639.248779141725,0.0336425491736756,NA,NA,0.8857,NA,NA,0.6278,NA
639.256926958538,0.600987783699581,1473794.75,NA,639.256887595118,0.0623110231638501,NA,0.6447,0.6703,NA,NA,0.607,0.6971
639.257796665637,0.600987783699581,1411583.33333333,NA,639.257761744091,0.0589953564284333,NA,1.2984,1.4903,1.4392,1.0382,0.8821,1.0006
639.265867347729,0.600987783699581,1262169.14285714,639.26582824177,639.265835546117,0.0297439904277912,3.7588,8.2976,9.0528,8.0907,6.3478,6.5871,7.8154
639.281110902347,0.600987783699581,1106775.66666667,639.28108438309,639.281084471632,0.03627464637573,1.5635,0.6777,0.7178,0.9528,0.7657,NA,0.656
639.302241424916,0.600987783699581,1224615.83333333,639.30221362221,639.302206061581,0.0345724539992217,NA,2.0559,2.704,2.0235,1.7908,1.464,1.9712
640.021639750521,0.601303396856601,975254,NA,640.02164,NA,1.6583,NA,NA,NA,NA,NA,NA
640.029749744707,0.601303396856601,1255331,NA,640.02975,NA,2.6446,NA,NA,NA,NA,NA,NA
640.050879729561,0.601303396856601,1135372,NA,640.05088,NA,1.7048,NA,NA,NA,NA,NA,NA
640.058049724421,0.601303396856601,1266606,NA,640.05805,NA,4.3011,NA,NA,NA,NA,NA,NA
640.066129718629,0.601303396856601,1303929,NA,640.06613,NA,7.2481,NA,NA,NA,NA,NA,NA
640.079139709302,0.601303396856601,1282531,NA,640.07914,NA,2.1843,NA,NA,NA,NA,NA,NA
640.087289703459,0.601303396856601,1356833,NA,640.08729,NA,6.4137,NA,NA,NA,NA,NA,NA
640.09442969834,0.601303396856601,1254418,NA,640.09443,NA,6.9737,NA,NA,NA,NA,NA,NA
640.102529692533,0.601303396856601,1225952,NA,640.10253,NA,7.0998,NA,NA,NA,NA,NA,NA
640.105739690232,0.601303396856601,1017887,640.10602226161,640.10574,NA,1.6119,NA,NA,NA,NA,NA,NA
640.115562117625,0.601303396856601,1249036.33333333,NA,640.115539493938,0.03985745905544,3.7454,0.8373,0.8698,0.9198,0.6144,0.9234,NA
640.123680112158,0.601303396856601,1336690.28571429,NA,640.123656052321,0.0447272198201856,8.3775,1.0315,1.4111,1.1452,0.9454,1.1237,0.6183
640.130799673225,0.601303396856601,1290252,NA,640.1308,NA,5.2733,NA,NA,NA,NA,NA,NA
640.138929667707,0.601303396856601,1284845,640.13889769633,640.13893,NA,5.9125,NA,NA,NA,NA,NA,NA
640.142101210638,0.601303396856601,1037635,640.14240764205,640.142080694457,0.0977467938877703,2.0468,NA,NA,NA,NA,NA,0.6281
640.151950458462,0.601303396856601,1269442.71428571,640.15213326161,640.15192028434,0.0421927314098453,3.7856,2.6691,3.0547,2.562,2.1288,2.7378,2.1956
640.160058087848,0.601303396856601,1273731.28571429,NA,640.160028931913,0.0436038253600581,7.0588,3.2941,3.8118,3.2661,2.4343,3.7665,2.7294
640.163235076642,0.601303396856601,1200977.5,640.16353688117,640.163198915274,0.0628313861654377,NA,1.2311,1.3933,1.1878,0.7246,1.0917,0.8561
640.167183933416,0.601303396856601,1130328.33333333,NA,640.167167222705,0.0496263135438353,2.9837,NA,NA,0.6239,NA,0.6476,NA
640.170569700161,0.601303396856601,1429649,NA,640.170518442299,0.0943731623000364,NA,NA,NA,NA,NA,0.6371,0.9454
640.175299643022,0.601303396856601,1312992,640.17528307677,640.1753,NA,4.0111,NA,NA,NA,NA,NA,NA
640.178545137348,0.601303396856601,1017851.28571429,NA,640.178513910869,0.10217894015214,1.2699,0.8423,1.0282,0.9386,0.916,0.8602,1.2859
640.185907484083,0.601303396856601,1327008,NA,640.18588,NA,NA,NA,NA,0.6084,NA,NA,NA
640.188344537214,0.601303396856601,1234747,640.18851864205,640.188311677895,0.0361218996332753,2.523,4.1807,4.562,3.7372,2.6902,3.8513,5.1088
640.196443696719,0.601303396856601,1276844.28571429,NA,640.196411585547,0.0412392775780729,4.7289,5.8994,5.6751,5.8368,4.1387,6.0675,6.5022
640.199593273422,0.601303396856601,1185151.83333333,NA,640.199556334554,0.0732077326595977,NA,1.2289,1.3677,1.011,0.9899,0.9802,1.3448
640.203629100879,0.601303396856601,1107140.4,NA,640.203603428434,0.0494923877340137,1.8727,0.6019,NA,0.8311,0.6385,NA,0.7215
640.207722094141,0.601303396856601,1491968,NA,640.20769,NA,NA,NA,0.803,NA,NA,NA,NA
640.209432095711,0.601303396856601,1036661,NA,640.2094,NA,NA,NA,0.6407,NA,NA,NA,NA
640.211659619753,0.601303396856601,1199128,640.21166845721,640.21166,NA,2.4648,NA,NA,NA,NA,NA,NA
640.214932962686,0.601303396856601,1132239.66666667,NA,640.21489562863,0.0762938061882181,NA,0.7441,0.7963,0.8795,0.9362,0.8216,1.1907
640.224740425307,0.601303396856601,1294573.33333333,NA,640.224703277416,0.0325736643460294,NA,3.3335,3.5956,3.358,2.2895,2.8827,4.0527
640.23282715501,0.601303396856601,1257688,640.23279769633,640.232794348497,0.033050603964801,2.8871,5.5414,5.5344,5.2292,3.7479,4.626,5.9156
640.235922120019,0.601303396856601,1039624,NA,640.23589,NA,NA,NA,0.777,NA,NA,NA,NA
640.239967528232,0.601303396856601,1106935,NA,640.23994,NA,NA,NA,NA,0.6036,NA,NA,NA
640.248043665057,0.601303396856601,1207113.66666667,640.24805383765,640.248027985132,0.0410096234997442,1.8834,NA,0.606,0.6108,NA,NA,NA
640.251202133977,0.601303396856601,1088041,NA,640.25117,NA,NA,NA,0.6817,NA,NA,NA,NA
640.261127607425,0.601303396856601,1272952.66666667,NA,640.261091155162,0.0278932535434329,NA,1.4723,1.8938,1.5371,1.0054,1.2286,1.285
640.269216853885,0.601303396856601,1232477.83333333,640.26918307677,640.269179834113,0.0247273074546201,NA,2.6819,2.9127,2.3363,2.0209,1.9656,2.9864
640.305613800799,0.601303396856601,1313455.4,640.30556845721,640.30557595995,0.029583306459016,NA,0.6658,0.9406,0.6238,NA,0.6872,0.6244
641.005679141344,0.601647950425211,1358437,NA,641.00568,NA,2.2887,NA,NA,NA,NA,NA,NA
641.018669133521,0.601647950425211,1138966,NA,641.01867,NA,1.3831,NA,NA,NA,NA,NA,NA
641.039679120868,0.601647950425211,1284881,NA,641.03968,NA,1.7359,NA,NA,NA,NA,NA,NA
641.042069119428,0.601647950425211,1293779,NA,641.04207,NA,16.0771,NA,NA,NA,NA,NA,NA
641.045429117404,0.601647950425211,1296630,NA,641.04543,NA,1.6942,NA,NA,NA,NA,NA,NA
641.055069111598,0.601647950425211,1265833,NA,641.05507,NA,1.6667,NA,NA,NA,NA,NA,NA
641.057329110237,0.601647950425211,1129873,641.05729286133,641.05733,NA,2.3696,NA,NA,NA,NA,NA,NA
641.063179106714,0.601647950425211,1319343,NA,641.06318,NA,8.5587,NA,NA,NA,NA,NA,NA
641.070479102317,0.601647950425211,1019058,641.07052842661,641.07048,NA,1.3863,NA,NA,NA,NA,NA,NA
641.076029099223,0.601647950425211,1320177,NA,641.07603,NA,2.6199,NA,NA,NA,NA,NA,NA
641.078449097874,0.601647950425211,1246440,NA,641.07845,NA,29.4099,NA,NA,NA,NA,NA,NA
641.081819095995,0.601647950425211,1353841,641.08193204617,641.08182,NA,2.1944,NA,NA,NA,NA,NA,NA
641.089679091967,0.601647950425211,1258228,NA,641.08968,NA,2.3721,NA,NA,NA,NA,NA,NA
641.090624066909,0.601647950425211,1282457,NA,641.09058887759,0.0393892206765609,NA,NA,NA,3.1453,NA,2.0038,NA
641.091459091055,0.601647950425211,1331634,NA,641.09146,NA,1.3977,NA,NA,NA,NA,NA,NA
641.093689089912,0.601647950425211,1053967,641.09367824177,641.09369,NA,2.536,NA,NA,NA,NA,NA,NA
641.097749088014,0.601647950425211,1547645,NA,641.09775,NA,1.3156,NA,NA,NA,NA,NA,NA
641.09958227632,0.601647950425211,1303577.16666667,NA,641.099563682646,0.0223412639166174,20.6204,1.4085,1.8938,1.3767,0.9712,1.586,NA
641.1059090842,0.601647950425211,1562763,NA,641.10591,NA,1.2276,NA,NA,NA,NA,NA,NA
641.112452713813,0.601647950425211,1211085,NA,641.112436090779,0.0384628408705203,1.5376,NA,NA,NA,NA,0.6334,NA
641.114816090523,0.601647950425211,1161335.5,NA,641.114812852414,0.0542143873339715,26.0565,NA,NA,0.721,NA,NA,NA
641.11820851137,0.601647950425211,1225195.14285714,641.11831742661,641.118178965725,0.0438888195788745,2.7955,1.363,1.1085,0.9655,0.7135,1.2842,0.9857
641.125504993671,0.601647950425211,1299863.5,NA,641.125475731871,0.0749096611505897,NA,0.6739,NA,0.7327,NA,NA,NA
641.126039075145,0.601647950425211,1134857,NA,641.12604,NA,3.0025,NA,NA,NA,NA,NA,NA
641.127029074727,0.601647950425211,1230156,NA,641.12703,NA,1.3974,NA,NA,NA,NA,NA,NA
641.12784907438,0.601647950425211,1214161,NA,641.12785,NA,2.1239,NA,NA,NA,NA,NA,NA
641.129420328685,0.601647950425211,1014392,NA,641.12939,NA,NA,0.7365,NA,NA,NA,NA,NA
641.13009907343,0.601647950425211,788192,641.13006362221,641.1301,NA,1.9633,NA,NA,NA,NA,NA,NA
641.134169071896,0.601647950425211,1302471,641.13391614397,641.13417,NA,1.6146,NA,NA,NA,NA,NA,NA
641.135966636477,0.601647950425211,1274027.28571429,NA,641.135938685204,0.0410827182647852,19.0756,6.0199,6.6229,5.4475,4.313,5.7708,3.7484
641.139312942188,0.601647950425211,1407675,641.13944666573,641.13928,NA,NA,NA,0.7321,NA,NA,NA,NA
641.143278257752,0.601647950425211,1349218,NA,641.14325,NA,NA,NA,NA,0.6027,NA,NA,NA
641.147211603177,0.601647950425211,1264004.83333333,NA,641.147184238417,0.0319167465305044,1.3918,1.1493,1.5838,1.2008,0.9802,1.3042,NA
641.148821796042,0.601647950425211,1179979.2,NA,641.148797087571,0.0331357037763394,1.8187,0.8651,0.7646,1.0897,NA,0.911,NA
641.151227840347,0.601647950425211,1301046.14285714,641.15119286133,641.151206834142,0.0390905390478003,18.0455,0.8044,0.7782,1.0031,0.7354,0.7833,0.9516
641.154591192737,0.601647950425211,1327507.85714286,641.15470280705,641.154557068007,0.0393758918447548,1.3855,1.9985,1.7833,1.6003,1.6386,1.8252,3.1592
641.161888272759,0.601647950425211,813887,NA,641.16186,NA,NA,NA,NA,0.7756,NA,NA,NA
641.162459063379,0.601647950425211,1180920,NA,641.16246,NA,1.9368,NA,NA,NA,NA,NA,NA
641.163388273963,0.601647950425211,1114136,NA,641.16336,NA,NA,NA,NA,0.7308,NA,NA,NA
641.164302125209,0.601647950425211,1323832.28571429,641.16442842661,641.164271880162,0.0231499733284965,2.4513,1.5193,1.1671,1.5252,0.7876,1.2266,1.1653
641.165824770228,0.601647950425211,1328831.5,NA,641.165782824229,0.0476550632865095,NA,0.7591,NA,0.611,NA,0.628,1.0677
641.172359863752,0.601647950425211,1261128.57142857,NA,641.172327902093,0.0382445132828793,13.6584,12.4078,13.3165,11.4678,9.1699,11.7098,12.0141
641.173701203611,0.601647950425211,1197347.25,NA,641.173667219734,0.0331906046795218,NA,0.726,0.7163,0.8671,NA,0.8443,NA
641.173890470996,0.601647950425211,1059055,NA,641.17383,NA,NA,NA,NA,NA,NA,NA,0.6412
641.175657751363,0.601647950425211,1286814.5,641.17583204617,641.175610432113,0.052384218330526,NA,NA,0.7203,NA,NA,NA,0.8563
641.179640391902,0.601647950425211,1074481,NA,641.17961,NA,NA,0.6626,NA,NA,NA,NA,NA
641.181998387804,0.601647950425211,1119823.66666667,641.18170514397,641.181963307183,0.0333161060185247,NA,NA,0.6448,0.6607,NA,0.6469,NA
641.183591182168,0.601647950425211,1321335.5,NA,641.183552900865,0.0435782773429367,NA,1.8497,2.2209,1.3923,1.2674,1.527,2.0689
641.1852127296,0.601647950425211,1208562,NA,641.18517908761,0.0350356863002317,NA,1.0671,0.9594,1.362,NA,0.9688,NA
641.187608607361,0.601647950425211,1269605.71428571,641.18757824177,641.187583046728,0.0421789208283618,13.2091,1.6423,1.7462,2.2188,1.5122,1.8927,1.6305
641.190980742077,0.601647950425211,1276519.42857143,NA,641.190946462259,0.0435276722909806,1.8875,2.4196,1.663,1.5214,2.4651,1.8737,4.5377
641.191724948997,0.601647950425211,1160199,641.19143076353,641.191691720358,0.0240315763106926,NA,1.1608,1.0014,0.6394,0.6327,0.7412,NA
641.197320413929,0.601647950425211,1310461,NA,641.19729,NA,NA,0.6134,NA,NA,NA,NA,NA
641.198855819161,0.601647950425211,1042771,NA,641.19881,0.0332067450801318,NA,0.6026,NA,NA,NA,NA,0.6609
641.199809158173,0.601647950425211,1523049.8,NA,641.199769716123,0.0356057503205572,NA,0.6842,0.8236,0.6574,NA,0.6613,0.777
641.200677862778,0.601647950425211,1343355.71428571,641.20081380705,641.200645820617,0.0411761728569692,2.0849,2.5355,2.2679,2.4448,1.5024,2.1342,1.8578
641.202230535045,0.601647950425211,1169618,NA,641.20217,NA,NA,NA,NA,NA,NA,NA,0.8956
641.208742651647,0.601647950425211,1235622.42857143,NA,641.208708754941,0.0292123719920438,8.58,14.2714,14.804,13.26,10.411,12.466,18.1788
641.21010875571,0.601647950425211,1246700,NA,641.210071501485,0.0531416132667643,NA,0.977,0.8127,1.0419,0.7383,1.1077,0.6129
641.218391347818,0.601647950425211,1082213,641.21809052441,641.218352613447,0.0295162474990368,NA,0.8973,0.822,0.8819,NA,0.8788,0.6651
641.219985615737,0.601647950425211,1231348.33333333,NA,641.219947091099,0.0217555562082733,NA,1.3356,1.4077,0.8371,0.9443,1.0719,1.516
641.221620182533,0.601647950425211,1123082.66666667,NA,641.221584600137,0.0697032781033427,NA,NA,0.6418,0.6498,NA,0.8644,NA
641.223996891641,0.601647950425211,1254181.28571429,641.22396362221,641.223968206082,0.0371886562670584,7.6943,2.5495,2.5641,2.6231,1.9905,2.4054,2.1189
641.227373165052,0.601647950425211,1490713.16666667,NA,641.227333696216,0.0451897286927698,NA,0.9581,0.8925,0.7921,1.2811,0.9676,2.059
641.228093022226,0.601647950425211,1684354,641.22781614397,641.22806,NA,NA,NA,0.7264,NA,NA,NA,NA
641.233780606688,0.601647950425211,1151124,641.23368924177,641.23372,NA,NA,NA,NA,NA,NA,NA,0.6174
641.235204106306,0.601647950425211,1250937,NA,641.23516,NA,NA,NA,NA,NA,NA,0.6139,NA
641.236199236271,0.601647950425211,1513472.2,NA,641.236160104466,0.0188587948265037,NA,0.6546,0.6526,0.6674,NA,0.671,0.6038
641.2370733487,0.601647950425211,1343258.71428571,NA,641.237041037422,0.0500240351205776,1.5761,2.119,1.8582,1.9507,1.5865,1.6036,1.6381
641.245128485749,0.601647950425211,1247023,641.24509286133,641.245094196134,0.0326665661053292,4.0064,9.3593,10.6581,8.7062,6.7831,7.8746,10.6193
641.246464120148,0.601647950425211,1187131,NA,641.24642,NA,NA,NA,NA,NA,NA,0.6567,NA
641.254793045867,0.601647950425211,1085848,641.25447590485,641.25476,NA,NA,NA,0.7457,NA,NA,NA,NA
641.25629304719,0.601647950425211,1019563,NA,641.25626,NA,NA,NA,0.7053,NA,NA,NA,NA
641.26038942179,0.601647950425211,1221270,641.26034900265,641.260359473878,0.0235680635344569,3.4637,1.7514,2.0132,2.3745,1.6835,1.6244,1.3648
641.263760675024,0.601647950425211,1336678,NA,641.2637,NA,NA,NA,NA,NA,NA,NA,1.112
641.273458102639,0.601647950425211,1295765,NA,641.273420834417,0.0248066378232859,NA,1.0931,1.1644,0.7416,0.6084,0.6758,0.6435
641.281524093578,0.601647950425211,1244817.5,641.28147824177,641.281486154593,0.0354074142601796,NA,3.3099,3.8306,2.7122,2.5654,2.2671,3.2599
